gene_name	log2FoldChange_ITLvsC_siS	padjvalue_ITLvsC_siS	log2FoldChange_ITLvsC_siC	padjvalue_ITLvsC_siC	log2FoldChange_siS.vs.siC_ITL	pvalue_siS.vs.siC_ITL	log2FoldChange_siS.vs.siC_untr	pvalue_siS.vs.siC_untr	up_active_enhancers	down_active_enhancers	up_active_promoters	down_active_promoters	up_enhancers	down_enhancers	up_promoters	down_promoters	active_prom	active_enh
SMO	2.385815	1.778131e-18	3.1104711550961	2.50555657999083e-30	-0.362011913919376	0.0112687310246235	0.339230260318095	0.193955275437431	No	No	No	No	No	No	No	No	NA	NA
SMOX	-0.565033376459791	0.154383495434597	-0.589591127498716	0.117907575716477	-0.112079957209485	0.335666614663368	-0.145429336922611	0.125267024180116	No	No	No	No	Yes	No	No	No	NA	Yes
SMPD1	0.541264215558413	0.0110692046046412	0.667516737111715	0.00410960673564115	-0.0696153102537711	0.509721920917682	0.0526306755051483	0.561987099848486	No	No	No	No	No	No	No	No	Yes	NA
SMPD2	1.09276	1.796457e-08	0.902936557279396	5.40337259556556e-06	0.0159443513740834	0.886098964855027	-0.176512348758103	0.14109906827099	Yes	No	No	No	Yes	Yes	No	No	Yes	Yes
SMPD3	-0.101187265812006	0.943309863834539	-0.689236439154868	0.550029408070798	0.264168733718243	0.785274584647757	-0.302137933626529	0.650193586869518	No	No	No	No	No	No	No	No	NA	Yes
SMPD4	-0.194550310351963	0.335745300664726	0.044809179479838	0.862952974898401	-0.301978452922485	0.00715336891045976	-0.0673172583314567	0.441137307503904	No	No	No	No	No	No	No	No	Yes	NA
SMPDL3A	1.197965	0.000190468	1.19703274305779	0.000165447889126776	-0.0809287867148509	0.67251736181499	-0.0935003710588776	0.662891857838993	No	No	No	No	No	No	No	No	Yes	Yes
SMS	0.4740773	0.06644242	0.468443478158907	0.05050988406102	-0.00340779870557644	0.971744596579242	-0.0107912089981363	0.903822969576552	No	No	No	No	No	No	No	No	Yes	NA
SMTN	-0.62659073548338	0.0535264186661794	-0.11993070144691	0.791031531092455	-0.342323859658522	0.126713288657779	0.173879764639374	0.284701608475149	No	No	No	No	No	No	No	No	NA	Yes
SMTNL2	3.28094657639651	0.000578193591314383	1.94684465226539	0.00587666456408503	-0.111306127268303	0.831201076974042	-1.53416095195394	0.113846712762262	No	No	No	No	Yes	No	No	No	NA	NA
SMU1	0.6773622	0.0001062462	0.55546834277111	0.00434402210718416	0.0588458053614397	0.590780204800117	-0.0687290395699973	0.501336303313413	No	No	No	No	No	No	No	No	Yes	Yes
SMUG1	-0.092573935082597	0.750669088258129	-0.254909844184819	0.337698251505206	0.149614743295372	0.337349598314477	-0.0195316875474934	0.863600737304159	No	No	No	No	No	No	No	No	Yes	NA
SMURF1	0.6219329	0.0003284703	0.613710087823144	0.00169654577430189	-0.0991273346604223	0.347858629076401	-0.114017761710506	0.245286745811207	No	No	No	No	No	No	No	No	Yes	Yes
SMURF2	0.0424425773901017	0.891688895903856	-0.0385775185465903	0.909912835885091	-0.0163278742413832	0.910957689633185	-0.102945809667211	0.360155014100228	No	No	No	Yes	No	No	No	Yes	Yes	Yes
SMYD2	-0.404365249961893	0.286720994595265	-0.399630575739005	0.285851841509156	0.0211935683909213	0.937834516732079	0.0210076566340097	0.911175373247526	No	No	No	Yes	No	No	No	Yes	Yes	NA
SMYD3	-0.334730061089123	0.467442988406391	-0.525296195548512	0.218998025482391	0.181601304893339	0.635770420966278	-0.0120837189643139	0.961504746496975	No	No	No	No	No	No	No	No	Yes	Yes
SMYD4	-0.331749929150389	0.212448850435852	-0.191569816514842	0.523874206342805	-0.113599080708415	0.581732738427746	0.0197227737356642	0.898662936293149	No	No	No	No	No	No	No	No	Yes	NA
SMYD5	-1.26987307242863	1.17918939889711e-06	-1.38883611582692	2.63609581117233e-09	0.0194311280384311	0.935722497473985	-0.102559725268136	0.41716822041749	No	No	No	No	No	No	No	No	NA	NA
SNAI1	4.94399875711624	0.000108766519043105	4.08341889683068	0.000201268673915132	0.178464453511676	0.3174566523778	-0.314200538828547	0.595295241686769	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNAI3	-2.46060802434763	2.96514374505293e-08	-2.53647837997972	8.83666615808535e-11	0.182309477367416	0.751840969897433	0.125713252524619	0.540169786102689	No	No	No	No	No	Yes	No	No	Yes	Yes
SNAI3-AS1	-0.248256454342786	0.620501253942208	-0.0581019471547246	0.927307093447253	0.139183891995436	0.71783099462369	0.322366260242242	0.267762358933944	No	No	No	No	No	No	No	No	Yes	NA
SNAP23	-0.0771404716788693	0.779567919031665	-0.162912862210048	0.574032853008738	0.0818254806618999	0.492093680328415	-0.00839889541762493	0.929064765598738	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNAP29	-0.0795300895131448	0.736790678551591	-0.180224320252285	0.407406224177735	0.0524051313852764	0.654839957012611	-0.0531891337913947	0.557457502534824	No	No	No	No	No	No	No	No	Yes	NA
SNAP47	-0.0458979568393864	0.863663038546281	-0.0956078247189209	0.762515782868628	-0.0092852759977836	0.950238850613108	-0.0627943240296699	0.622576097071686	No	No	No	No	No	No	No	No	NA	NA
SNAPC1	0.899319881553626	0.0128189000833999	0.858205386264918	0.0331162771059501	-0.0353837341402126	0.902369893880534	-0.0675718223186233	0.814401563679897	No	No	No	No	No	No	No	No	Yes	Yes
SNAPC2	-0.994339817938357	1.02146857727235e-07	-0.964201128336404	7.4827711647102e-07	-0.00169584023289004	0.990178279320738	0.0216332972649939	0.823778287775293	No	No	No	No	No	No	No	No	Yes	NA
SNAPC3	-0.04336138	0.9133822	-0.0565565509619953	0.885501071513679	0.0199463612282712	0.926659620548567	0.0056193660941235	0.973671707271479	No	No	No	No	No	No	No	No	Yes	NA
SNAPC4	-0.2721408	0.1516293	-0.0713204760266871	0.765907802687856	-0.165399690148143	0.165859863573733	0.0303880644989791	0.739619860321446	No	No	No	No	No	No	No	No	Yes	NA
SNAPC5	-0.22563718160323	0.484182864218692	-0.327014600419031	0.234782143512624	0.0713987543905294	0.730300837672519	-0.0332952676979347	0.832154722388447	No	No	No	No	No	No	No	No	Yes	NA
SNAPIN	-0.066989112173919	0.810545784325072	-0.124325962327983	0.625620891159272	0.0890508325343072	0.550365690762923	0.025076703536831	0.830079060613234	No	No	No	No	No	No	No	No	Yes	Yes
SNCA	-1.08115234870889	0.00240141076176495	-1.03796336079591	0.00204668335098931	0.202674570853303	0.410749764137372	0.234419575828766	0.0968884101528821	No	No	No	No	No	No	No	No	Yes	NA
SND1	0.1390394	0.491679	0.0713067215504699	0.752395378757015	0.0481766378130836	0.568011295089931	-0.025760161293997	0.703983862008664	No	No	No	No	No	No	No	No	Yes	NA
SNF8	-0.167215900932732	0.43414903404361	-0.115195618384014	0.603555941496312	-0.0164573841501245	0.866903820547457	0.0304251899958032	0.698502978203869	No	No	No	No	No	No	No	No	Yes	NA
SNHG1	-0.834897313526307	0.000209162526885932	-0.67354392912792	0.00161281176207738	-0.141343173274932	0.28547071457418	0.0123987236109192	0.894155777044589	No	No	No	No	No	No	No	No	Yes	NA
SNHG11	-0.867295974951529	0.000853861199105404	-1.00570125714944	0.000490545434873303	0.0822119707193665	0.747785726433171	-0.0594790071873628	0.688592808036862	No	No	No	No	No	No	No	No	Yes	NA
SNHG12	-1.68529026174438	1.1308538334062e-08	-1.52866263195156	6.92774052070957e-08	-0.164807490942898	0.247839906150783	-0.0123231825761919	0.881647728156455	No	No	No	No	No	No	No	No	Yes	NA
SNHG15	2.195733	3.340238e-41	2.2140234269281	6.03314389505019e-41	-0.0628484424770339	0.503980295182567	-0.0478065966335291	0.701414962833848	No	No	No	No	No	No	No	No	Yes	NA
SNHG16	0.154062977797351	0.581306936404156	0.140587749088364	0.60192366109779	-0.121018481569869	0.440474548937308	-0.140190980414737	0.301762349702013	No	No	No	No	No	No	No	No	Yes	NA
SNHG17	-0.71477280502455	0.00173784164447793	-0.44057342480972	0.0607642624981187	-0.287852908285895	0.103451079810961	-0.0182720868408092	0.880008277307701	No	No	No	No	No	No	No	No	Yes	NA
SNHG19	-0.360929592844294	0.400023877132633	-1.07653785542643	0.00330083697765965	0.324077634141473	0.389854664647899	-0.391996536058533	0.108711905646041	No	No	No	No	No	No	No	No	NA	NA
SNHG20	-1.22523141267772	0.00036912190971866	-1.18327881571349	0.00403134085592109	0.139411113475831	0.723703121459199	0.163995026370287	0.430703412315846	No	No	No	No	No	No	No	No	NA	NA
SNHG25	-1.63342582728256	7.70052114522416e-05	-2.13880967043134	1.84197908238448e-07	0.602239044294824	0.236866000686114	0.109825503203663	0.617552574386185	No	No	No	No	No	No	No	No	NA	NA
SNHG26	-0.06990379	0.9561621	-0.0614736023815676	0.970595199526978	0.611954465991139	0.49298963164745	0.816958200553644	0.256477271726565	No	No	No	No	No	No	No	No	NA	NA
SNHG29	-0.473255752461142	0.00482799488728436	-0.613334347900911	0.000706669130003029	0.119114914697799	0.27025712258973	-0.02758137724044	0.738697564792259	No	No	No	No	No	No	No	No	NA	NA
SNHG3	-1.10481008273167	1.04097111936441e-06	-1.19374614981477	1.88275130308779e-06	0.0968946557299295	0.548142282078981	0.000339323192541957	0.997465964912918	No	No	No	No	No	No	No	No	Yes	NA
SNHG32	-0.1578542	0.4792872	-0.30397803176726	0.177934686446673	0.0450178815016886	0.719400480231667	-0.104692386077233	0.290156898235055	No	No	No	No	No	No	No	No	NA	NA
SNHG5	0.9267887	0.0001104232	0.875628778582452	5.43272460159668e-05	-0.00524935258756709	0.962203951734263	-0.0618709693889539	0.547023388136355	No	No	No	No	No	No	No	No	Yes	NA
SNHG6	-0.004185124	0.9881621	-0.0611915707050921	0.829168163342785	0.0409028537093655	0.783844236749721	-0.0204559375260491	0.873790292349525	No	No	No	No	No	No	No	No	Yes	NA
SNHG7	-1.265954	1.389969e-07	-1.40123877916392	2.27767049479591e-10	0.0993637122052528	0.572216538164596	-0.0382608160893959	0.698424522719921	No	No	No	No	No	No	No	No	Yes	NA
SNHG8	-0.240406196550692	0.341040627500333	-0.417136348701515	0.0842357289624555	0.0807544241203992	0.641535143294232	-0.10098886511774	0.433502797815286	No	No	No	No	No	No	No	No	Yes	NA
SNHG9	-0.00655835768483001	0.99032947936002	0.105996922723828	0.862436827754098	0.09055826195992	0.798711831346091	0.216755205628882	0.432100584745346	No	No	No	No	No	No	No	No	Yes	NA
SNIP1	0.449079700776174	0.0675828382733559	0.510271241792973	0.0365630108181629	-0.0757062871657764	0.65383363067969	-0.0208296399933511	0.891481254819898	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNN	1.27063805439566	1.08394228860154e-10	1.23928734693706	1.33755268937084e-07	0.0539150804549716	0.58658567736397	0.0123676398933425	0.888962368120642	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNORA33	-0.2536017	0.8109329	-0.260038076230569	0.81336651800924	0.10249654102978	0.900910091365615	0.0968218374721144	0.86600403425043	No	No	No	No	No	No	No	No	NA	NA
SNORA73B	-1.25518310377389	0.0971548911334332	-0.932977147297355	0.239978386284428	-0.318674865441937	0.690317242829759	-0.0395126503068465	0.925473140796538	No	No	No	No	No	No	No	No	NA	NA
SNORA7B	-0.0326710799645429	0.977251869037977	-0.734368820175267	0.505091774582801	0.732766078718164	0.409671157675696	0.0231256300461811	0.970657526792833	No	No	No	No	No	No	No	No	NA	NA
SNORC	-0.168406243746696	0.840593874815748	-0.137223807668403	0.870244236670216	0.147965099680576	0.807243054236985	0.179561843739224	0.688796332033587	No	No	No	No	No	No	No	No	NA	NA
SNORD100	0.2430426	0.8374172	-0.0395810928362533	0.981244526418879	0.940018216156434	0.296174578446855	0.710327951243834	0.327523734314216	No	No	No	No	No	No	No	No	Yes	NA
SNORD104	-1.52256176328416	1.24470604877597e-07	-1.98125144169204	7.46962497127725e-08	0.434501088205072	0.176378609478932	-0.0325691957202203	0.852552778205292	No	No	No	No	No	No	No	No	Yes	NA
SNORD12	1.3915074119324	0.138892475919003	1.10893878071709	0.205489518699852	-0.120647453335408	0.863887282261989	-0.419650636575158	0.606345554981861	No	No	No	No	No	No	No	No	Yes	NA
SNORD125	-1.46886954963943	0.111093491869134	-1.76587884616923	0.0864951530334582	0.440536947349408	0.680973737076085	0.0587776671836464	0.904144200488037	No	No	No	No	No	No	No	No	NA	NA
SNORD12C	1.5506273507292	0.152073769703102	1.08396212725786	0.381224473053199	0.215700633106447	0.789762611359273	-0.240348379527195	0.810352777152103	No	No	No	No	No	No	No	No	Yes	NA
SNORD14A	0.987748416139614	0.336007522357739	0.750348202488785	0.322162139674052	-0.580524522181226	0.376562770845683	-0.820516321062507	0.229326888285108	No	No	No	No	No	No	No	No	NA	NA
SNORD3B-2	3.32206880238462	1.65542490368211e-05	4.13489037600403	2.95274719192512e-13	-0.332696918792852	0.270625136304852	0.459785176534313	0.555066695214921	No	No	No	No	No	No	No	No	NA	NA
SNORD4A	0.994394605429419	0.246014207601512	1.05132549469428	0.162793789291902	-0.14085197665017	0.813514719343038	-0.0990353779535933	0.879291278700532	No	No	No	No	No	No	No	No	NA	NA
SNORD60	-0.189100559393696	0.859231721733048	-1.10648145868511	0.277212780906476	0.939905387679665	0.295333885309939	0.0357654241655585	0.949904129442038	No	No	No	No	No	No	No	No	Yes	NA
SNORD83A	0.361886619029796	0.729448995191317	0.197905947397231	0.884165200473376	0.431448824758087	0.595292613819255	0.242312423520944	0.718065630507072	No	No	No	No	No	No	No	No	NA	NA
SNORD99	-0.679094181732405	0.394887279534902	-1.49294739456218	0.0798269570783355	0.6042158725246	0.430014852608974	-0.211396027711838	0.622615861105037	No	No	No	No	No	No	No	No	NA	NA
SNRK	0.299654940393522	0.211785258839635	0.245118354203635	0.328064667858905	0.0812432600962386	0.590102620299463	0.0220358740448035	0.864081877001519	No	No	No	No	No	No	No	No	Yes	Yes
SNRNP200	-0.0774196630051244	0.705406986055974	4.9302349998648e-05	0.999846339942969	-0.0838929531609611	0.30811829447901	-0.012753846694146	0.854908474458131	No	No	No	No	No	No	No	No	Yes	NA
SNRNP25	-1.04425771948764	1.51699436644727e-06	-1.01715843828779	1.80606602375926e-06	0.0555540078900692	0.759581067112845	0.0782663759582479	0.48105799733001	No	No	No	No	No	No	No	No	NA	NA
SNRNP27	0.408532775032312	0.262280996195019	0.211164995755588	0.500236867196199	0.189254123997241	0.321053941283444	-0.0176620833087982	0.915427691423268	No	No	No	No	No	No	No	No	Yes	NA
SNRNP35	0.508968673523367	0.0264745516235359	0.503675413448365	0.0190453129403876	0.147378352284642	0.258494808757652	0.137384171884242	0.253515311987254	No	No	No	No	No	No	No	No	Yes	NA
SNRNP40	-0.0261927209840919	0.922440607266116	-0.137830999916899	0.621750125129471	-0.0339262789434521	0.804348297800605	-0.149122312723223	0.160963926412807	No	No	No	No	No	No	No	No	Yes	NA
SNRNP48	-0.5312951	0.03859871	-0.618459154886428	0.0342815536986193	0.0640730967298709	0.769643736192328	-0.0319138368540885	0.82636249783456	No	No	No	No	No	No	No	No	Yes	NA
SNRNP70	-0.0265495564518349	0.917764426657855	0.14101246535291	0.522749626827939	-0.136998207383961	0.0667688634078224	0.0249512428218502	0.687242668212759	No	No	No	No	No	No	No	No	Yes	Yes
SNRPA	-0.245240234063581	0.217038892725421	-0.022161550061963	0.933523143894312	-0.115892020694932	0.260880462757627	0.102728832488944	0.195505639029817	No	No	No	No	No	No	No	No	Yes	NA
SNRPA1	-0.239470831579595	0.290789863343561	-0.238574261190044	0.294540142507768	0.0255240760266611	0.861641336091122	0.0199864812639193	0.85139156506304	No	No	No	No	No	No	No	No	Yes	Yes
SNRPB	0.396147286295446	0.0605315973939645	0.192739692551037	0.405930024612438	0.144142385489639	0.127258648052291	-0.0649696474773618	0.370375453878004	No	No	No	No	No	No	No	No	Yes	NA
SNRPB2	0.732716082728627	6.01747789050067e-05	0.607249183761365	0.00390200291083513	0.141720960890715	0.216912748714256	0.0116624477322651	0.912532419074723	No	No	No	No	No	No	No	No	Yes	NA
SNRPC	-0.3797115	0.03884806	-0.381229929261788	0.0543037641394745	0.0100886339390847	0.92531133171127	0.00310185377674901	0.97019760921288	No	No	Yes	No	No	No	Yes	No	Yes	NA
SNRPD1	-0.0804369547647931	0.778388028275507	-0.142917494334571	0.618888397617967	0.102058681970265	0.504678545706503	0.0309740012302484	0.792689049767408	No	No	No	No	No	No	No	No	Yes	NA
SNRPD2	-0.15024074383859	0.480118892034674	-0.226777696656021	0.319786297149648	0.0424848568332722	0.68477664019707	-0.0382064487073724	0.656918501661356	No	No	No	No	No	No	No	No	Yes	NA
SNRPD3	0.11155211414745	0.622695192974737	0.132024655309318	0.570489253178672	0.0156614086954882	0.89480357162727	0.0311144570257032	0.74886486131126	No	No	No	No	No	No	No	No	Yes	NA
SNRPE	-0.50489666503452	0.0493275733812155	-0.583520764823478	0.0250589647509921	0.170679912691815	0.436431238680015	0.0870315835646335	0.544905234996448	No	No	No	No	No	No	No	No	Yes	NA
SNRPF	-0.0107397816064345	0.971119790367277	-0.341887871482594	0.194844151440832	0.289232968883066	0.0806300766009996	-0.045937672749211	0.708493608949829	No	No	No	No	No	No	No	No	Yes	NA
SNRPG	0.461019614163168	0.0372848472693042	0.39968781739124	0.135467349783691	0.110016775997674	0.50397210520791	0.0433410889938769	0.747347264444464	No	No	No	No	No	No	No	No	Yes	NA
SNTA1	-0.0832770533584131	0.899109921416826	-0.358264904159331	0.601589154367721	0.464882262915199	0.351809887286651	0.188133018199327	0.598321312458401	No	No	No	No	No	No	No	No	Yes	NA
SNTB1	0.1067757	0.7235469	-0.241036161582241	0.379338457829736	0.318261758323782	0.0368630773863221	-0.0355399971140387	0.767588145658683	No	No	No	No	No	No	No	No	Yes	Yes
SNTB2	0.142774477416938	0.688930347497831	0.0531749923201208	0.884165200473376	0.103697864176338	0.629298482670085	0.00513096205568031	0.976075767679663	No	No	No	No	No	No	No	No	Yes	NA
SNU13	-0.49209264585124	0.00369235686190508	-0.570047506716072	0.00221844242637254	0.0718009996950325	0.507019267528755	-0.0107353387970183	0.892425136477355	No	No	No	No	No	No	No	No	NA	NA
SNUPN	0.128861201349954	0.697637515919125	-0.0969070503818892	0.787046861532998	0.197698083612156	0.352747662270223	-0.0344729555422268	0.835968358409693	No	No	No	No	No	No	No	No	Yes	NA
SNW1	0.64171007765084	0.00030006270930336	0.664654277631626	0.00103484300429167	0.0271896247398821	0.808192843281078	0.0458199596990384	0.655626980704594	No	No	No	No	No	No	No	No	Yes	Yes
SNX1	-0.215621169798832	0.233248020090035	-0.162583395666445	0.459302482394123	-0.000944436381858668	0.991663523701627	0.0449589523515101	0.526561640874877	No	No	No	No	No	No	No	No	Yes	Yes
SNX10	3.655844	2.271323e-84	3.43301897465405	9.21891215864369e-57	0.0388811839530154	0.688300842956586	-0.194943219175618	0.102340860937784	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNX11	0.175399703416489	0.425565885995286	0.221008567759311	0.323543944345974	0.000585375808270437	0.995191025472708	0.0418079329122411	0.620133842499012	No	No	No	No	No	No	No	No	NA	NA
SNX12	-0.3607767	0.1973895	-0.584440623122905	0.0107511435470788	0.089066823798178	0.478358741447401	-0.146129884501086	0.095675465972136	No	No	No	No	No	No	No	No	Yes	NA
SNX13	0.522952	0.03007224	0.439139351419771	0.0807788684229823	-0.068004560830119	0.673536288690829	-0.157383773918623	0.277608598709658	No	No	No	No	No	No	No	No	Yes	Yes
SNX14	0.4245609	0.03379973	0.337832034553755	0.146972073255698	0.114387144733117	0.367741514789915	0.019814958162174	0.867163788506133	No	No	No	No	No	No	No	No	Yes	NA
SNX15	0.211342121838597	0.723546909583675	0.438558821401182	0.34332524081852	-0.489581841163503	0.209562993444484	-0.27047313348566	0.419371595377749	No	No	No	No	No	No	No	No	Yes	NA
SNX16	0.6432437	0.1081012	0.384699365399094	0.40996557835774	0.0681241928679832	0.827451384781101	-0.19059742541903	0.505403939711978	No	No	No	No	No	No	No	No	Yes	NA
SNX17	-0.380251409296495	0.0220736003642585	-0.528367092561921	0.00535089668824733	0.133596672577191	0.147945399400426	-0.0194342387189775	0.778890331936992	No	No	No	No	No	No	No	No	Yes	NA
SNX18	1.10116488518254	4.29193662996294e-05	0.928863061133073	0.00358325439657073	0.20655991256241	0.0396694366620952	0.0324469204521837	0.764556827005299	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNX19	0.439963260834768	0.0204769408828005	0.475665617714466	0.0195863475496867	0.0184111882800865	0.874381009180881	0.0452756142063319	0.631802063229165	No	No	No	No	No	No	No	No	Yes	NA
SNX2	0.04924388	0.8459734	-0.216970912388193	0.327518217369623	0.241994665267003	0.00834768286518632	-0.0284724190338675	0.709075790643642	No	No	No	No	No	No	No	No	Yes	Yes
SNX20	0.624889381053836	0.000861548010279797	0.70086514918964	0.000137487217310623	-0.033909389095019	0.739124937744775	0.0363492712959097	0.699288144979632	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNX21	-0.915040726788439	0.00415322061902685	-1.02233177404719	0.0017837123402957	0.172603856859863	0.590883482028846	0.0642612502485732	0.756871462759565	No	No	No	No	No	No	No	No	Yes	NA
SNX22	-0.59095451385853	0.667961035021143	1.13057994879913	0.278529096675118	-1.12951575700152	0.229916454513016	0.58785244201126	0.466015090138459	No	No	No	No	No	No	No	Yes	NA	NA
SNX24	-1.763516	2.117543e-11	-1.87495247563297	4.69340740378328e-10	0.200575128796879	0.530399208765296	0.0747444851314669	0.602320073456485	No	No	No	No	No	No	No	No	NA	NA
SNX25	1.61355725984023	0.00157571240546072	1.54429430116429	0.0021201683360435	0.0702564559692295	0.844709149664424	0.00793829002653088	0.987198340508273	No	No	No	No	No	No	No	No	Yes	NA
SNX27	-0.0232744184950107	0.926291205339342	0.0118607877423762	0.968193638130638	0.0761993465110511	0.51010976151283	0.10444264921766	0.285629067086776	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SNX29	-0.534881649004844	0.0170453050586583	-0.57526937831428	0.0056486861877301	0.0603229351014757	0.66499158311209	0.0155092298689021	0.872929332882506	No	No	No	No	No	No	No	No	Yes	NA
SNX3	0.1147057	0.563402	-0.00469893871029254	0.985329979444003	0.136079006056284	0.15017209028427	0.0130302042673463	0.868890498227051	No	No	No	No	No	No	No	No	Yes	NA
SNX30	-0.9416433	3.805748e-06	-0.848588511162329	0.000285134477706873	-0.0705711889778665	0.578459086741081	0.0124652704281804	0.893818026312584	Yes	No	No	Yes	Yes	No	No	Yes	Yes	Yes
SNX33	-0.0891165239120873	0.76485081792193	0.006304210956481	0.984436929310125	-0.0804942410541853	0.615968660504243	0.0103803097094079	0.93397379076733	No	No	No	No	No	No	No	No	Yes	Yes
SNX4	0.31719296480657	0.148143520978767	0.150670340688834	0.554434503872809	0.155965728674704	0.283321638404405	-0.0160684363957304	0.897847825100963	No	No	No	No	No	No	No	No	Yes	NA
SNX5	-1.07287280969384	1.62068028815507e-09	-1.09603660440523	9.45762145047481e-09	0.118147430365439	0.40633077244786	0.0863619435238139	0.324346512789146	No	No	No	No	No	No	No	No	Yes	Yes
SNX6	0.175620612951666	0.527315343975373	0.170140511791793	0.469131128592594	0.0521318274565983	0.685380111211607	0.0465613369564658	0.667882130892372	No	No	No	No	No	No	No	No	Yes	NA
SNX8	-0.388447	0.07959174	-0.447117861162979	0.0579726596465082	0.0369060664220982	0.706935542048379	-0.0275034941645173	0.703681416423293	No	No	No	No	No	No	No	No	Yes	Yes
SNX9	0.7658842	0.0003326511	0.615104854248425	0.0098378479190621	-0.0552517380446533	0.599637024818675	-0.207202789047528	0.0234294293587687	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SOAT1	0.945196957026354	2.90632224994507e-06	0.712988579604068	0.000335933525069439	0.150573607568729	0.178457933424413	-0.0894245781395415	0.336110247511976	No	No	No	No	No	No	No	No	Yes	Yes
SOCS1	4.554454622073	2.00160829769277e-43	4.45252747729131	1.34655860744149e-44	0.0540093450482931	0.520713312498349	-0.0948635280344988	0.540648734646423	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SOCS2	2.19490901533608	7.90666994438142e-07	1.79284918110285	1.05396247912459e-05	0.0938195952053302	0.735955016871275	-0.326550081836415	0.434488795868648	No	No	No	No	No	No	No	No	Yes	Yes
SOCS3	3.34130829615368	5.58949211695613e-22	3.07655432521424	1.10412166490036e-22	0.0485683969335774	0.516015936361011	-0.216882912926595	0.00190232553804679	No	No	No	No	No	No	No	No	Yes	Yes
SOCS4	-0.195460435919566	0.527831928712296	-0.189300381690613	0.552083566374426	0.0764870880796558	0.732940025631905	0.0763786980218928	0.652900059455078	No	No	No	No	No	No	No	No	Yes	NA
SOCS5	-0.937592947653188	0.00922103400464544	-1.21736409598565	0.0011068520139983	0.277086658700107	0.448807607003594	-0.0173434917854775	0.931373358754035	No	No	No	No	No	No	No	No	Yes	NA
SOCS6	-1.53712809722802	6.82814879739265e-06	-1.752913182195	1.87276001532856e-08	0.0420144747279485	0.89918229259237	-0.180876439380523	0.262157240191789	No	No	No	No	No	No	No	No	Yes	Yes
SOD1	0.205513261860668	0.260130643412654	0.215937029442968	0.345839707603663	0.107647118331529	0.303151642149138	0.112701684919108	0.195211751227897	No	No	No	No	No	No	No	No	Yes	NA
SOD2	3.563672	1.268721e-26	3.31254421930572	1.19027146333886e-07	0.0861749121197391	0.205806170708466	-0.171745589789287	0.0132219647844162	No	No	No	No	Yes	No	No	No	Yes	Yes
SOGA1	-0.229616521985873	0.422494668655716	-0.0681091835136903	0.837453231559411	-0.130107608777734	0.336848711435739	0.0169280895860872	0.872497146606936	No	No	No	No	No	No	No	No	Yes	NA
SON	0.157451580323875	0.450376633285097	0.200128695963742	0.413946550207969	-0.0540237031530354	0.480848994847336	-0.0172675739335854	0.813150949415778	Yes	No	No	No	Yes	No	No	No	Yes	Yes
SORBS3	-1.044011	0.001757709	-0.615760490805281	0.0102928288032352	-0.147263596133178	0.218546713170477	0.245201897133251	0.0145337525162292	No	Yes	No	No	No	Yes	No	No	NA	Yes
SORCS2	0.41620911343701	0.628313463690943	-0.557189897206622	0.550594024741221	0.625733524287012	0.345737646116938	-0.340002673313252	0.480913494900121	No	No	No	No	No	No	No	Yes	NA	NA
SORD	-1.02440668154291	0.000325555356367078	-1.36872030050718	1.57064668233055e-06	0.313132777816978	0.310216811018017	-0.0438971870314385	0.802587525630923	No	No	No	No	No	No	No	No	NA	NA
SORL1	-2.87202393718275	2.14486602542535e-60	-3.08079210313485	2.18016496813544e-60	-0.0498544058104119	0.791357579381383	-0.268603990469461	0.00244783932614771	No	No	No	No	No	No	No	No	Yes	Yes
SORT1	-1.71494060426558	1.62142869791363e-17	-1.87704473314971	1.52440833231301e-17	0.110839939965224	0.600354973257058	-0.0671489786353338	0.515008682728089	No	No	No	No	No	No	No	No	Yes	Yes
SOS1	0.655351050001808	0.0103728028669006	0.791140556597679	0.000689431736305618	-0.123706773980082	0.386767928123051	0.005495281871729	0.968300885423549	No	No	No	No	No	No	No	No	Yes	NA
SOS2	0.351048668140499	0.171786999470259	0.263916916216976	0.320694188591248	0.0268608612750336	0.867988702761785	-0.0690337868900354	0.618715636990395	No	No	No	No	No	No	No	No	Yes	Yes
SOWAHC	-0.96006376069102	0.000879872997512643	-1.29824859865842	8.99883142841751e-06	0.0622477174558466	0.828283370451811	-0.286964926600589	0.0693880998275572	No	No	No	Yes	No	No	No	Yes	Yes	NA
SOWAHD	-4.699179	8.06504e-28	-5.04901930759732	8.66279761703751e-28	0.48758648387572	0.513762076591243	0.0358734338358564	0.765238360990571	No	No	No	No	No	No	No	No	Yes	NA
SOX12	-1.64486137370903	0.0130912445497576	-1.44188057985731	0.0425238774278932	0.20953328623859	0.785660967803383	0.417339345292957	0.254810063696749	No	No	No	No	No	No	No	No	Yes	Yes
