gene_name	log2FoldChange_ITLvsC_siS	padjvalue_ITLvsC_siS	log2FoldChange_ITLvsC_siC	padjvalue_ITLvsC_siC	log2FoldChange_siS.vs.siC_ITL	pvalue_siS.vs.siC_ITL	log2FoldChange_siS.vs.siC_untr	pvalue_siS.vs.siC_untr	up_active_enhancers	down_active_enhancers	up_active_promoters	down_active_promoters	up_enhancers	down_enhancers	up_promoters	down_promoters	active_prom	active_enh
A1BG-AS1	0.200301889036078	0.460891050871764	0.320572603633523	0.217782975636453	-0.100917339348932	0.554031611980467	0.0158323005624077	0.913086643797032	No	No	No	No	No	No	No	No	Yes	NA
A2M	-2.11030211031859	4.52169206902741e-07	-1.91300636875856	4.97638807778808e-09	-0.0605285230073149	0.790735369058493	0.0566157147157646	0.595978025232931	No	No	No	No	No	No	No	No	Yes	NA
A4GALT	3.82071150266691	4.7399883286692e-20	3.47110052994227	5.23561889864572e-21	-0.246881620927289	0.0477814200925845	-0.56171067947134	0.0288411432957652	No	No	No	No	No	No	No	No	Yes	Yes
AAAS	-0.692582253780655	0.000377345797751351	-0.546483920110377	0.00566931560889016	-0.0351544965124951	0.801936193432617	0.106444152128812	0.257771316571329	No	No	No	No	No	No	No	No	Yes	NA
AACS	0.222813390663986	0.517270664324966	0.267067029946287	0.407655325835871	0.0972443198592842	0.693822440844111	0.131796590284156	0.511016566148358	No	No	No	No	No	No	No	No	Yes	NA
AAGAB	0.274903857295143	0.321160510670401	0.233025892349581	0.338476606140329	0.0779169628768234	0.583954727742773	0.0300296718827778	0.800175920021185	No	No	Yes	No	No	No	Yes	No	Yes	NA
AAK1	0.128324448309178	0.644823293797782	0.353973485054481	0.179069312558577	-0.111575093797232	0.449621842748158	0.11257436812922	0.417971349999352	No	No	No	No	No	No	No	No	NA	Yes
AAMDC	0.726143276508842	0.00928079415597581	0.69272910672751	0.0221403623111831	0.0622818743938378	0.772996285965551	0.0261238245318137	0.900037111768789	No	No	No	No	No	No	No	No	Yes	NA
AAMP	-0.451053524735005	0.0208985751054	-0.548757503090685	0.00472875122456745	0.00890122089820844	0.92566937589061	-0.0945353196652969	0.172335083088487	No	No	No	No	No	No	No	No	Yes	NA
AAR2	-0.0383886817913955	0.871946647098484	-0.132889707454486	0.566169698985675	-0.00164147101858483	0.988666396945544	-0.103164950580162	0.270233266882982	No	No	No	No	No	No	No	No	Yes	NA
AARS1	-0.692077600305214	0.000818940251273386	-0.739056169229783	0.00132947445617205	0.0510821870619373	0.696487646700715	0.00204378058034391	0.981758837079453	No	No	No	No	No	No	No	No	NA	NA
AARS2	1.086783	3.556654e-07	1.26281720819486	6.1635715283604e-10	-0.147202539522417	0.153166330749111	0.023593140358804	0.827605170293254	No	No	No	No	No	No	No	No	Yes	Yes
AASDH	0.180598429574155	0.658601966750775	-0.035018181377716	0.935286999922281	0.136628381213322	0.613646964811094	-0.0887987207414385	0.680668993418389	No	No	No	No	No	No	No	No	Yes	NA
AASDHPPT	-0.153703635284703	0.670968615085034	-0.505403838217621	0.0794218159744168	0.193359867374152	0.426465669521997	-0.164741782361989	0.30863088146983	No	No	No	No	No	No	No	No	NA	NA
AATBC	-1.08548921005762	0.02476289036236	-0.461874075000966	0.225676401223992	-0.419150881377552	0.163036216668434	0.179679408213731	0.359836495499638	No	No	No	No	No	No	No	No	NA	NA
AATK	-2.58924751866923	5.11949549093161e-45	-2.62267022170611	1.59449015140455e-39	0.00963414893610857	0.955854924276467	-0.032211576045327	0.701383268040543	No	Yes	No	No	No	Yes	No	No	Yes	Yes
ABAT	-0.423030933617571	0.195190478995337	-0.605874754521171	0.0424881033179009	-0.104095283241106	0.700387034524776	-0.289994697634364	0.0996196959358233	No	No	No	No	No	No	No	No	Yes	NA
ABCA1	0.9519894	0.001430541	0.886538285381804	0.000628147845167464	-0.225917755673746	0.0142683198938795	-0.301281085682154	0.000260250099709239	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ABCA2	-1.601923	4.307262e-11	-1.32851403815961	2.44614292894521e-07	-0.193793739749928	0.378176275358355	0.0665288438034295	0.568891494850708	No	No	No	No	No	No	No	No	Yes	Yes
ABCA3	-0.61829908777334	0.0742419090113751	-0.178839721117427	0.645002702021571	-0.350145178134268	0.243340279942717	0.0815162830256613	0.691131652622113	No	No	No	Yes	No	No	No	Yes	Yes	Yes
ABCA5	0.734931941642602	0.0235104646006573	1.00912047071966	0.00339029694440176	-0.327229492582473	0.183438475307103	-0.0706073290926532	0.769850317804549	No	No	No	No	No	No	No	No	Yes	NA
ABCA7	-0.285252009324827	0.127033525943636	0.00731936074967744	0.97468120860633	-0.0676352404152055	0.532232623541596	0.219597890466714	0.00305107850553981	No	Yes	No	No	No	Yes	No	No	Yes	Yes
ABCB10	-0.52695355519951	0.145580084089908	-0.629515412720462	0.0416512250529426	0.173039316564416	0.47592785295067	0.0408519090656645	0.791862153338517	No	No	No	No	No	No	No	No	Yes	Yes
ABCB5	2.362308	0.002532176	2.15877014649079	0.000845959828744803	-0.0200897248005825	0.966904027023663	-0.271282330421925	0.738813221923268	No	No	No	No	No	No	No	No	NA	NA
ABCB6	-0.618023160017319	0.529422385826837	-1.22766016065458	0.289316715782374	0.717161140204851	0.439957317218881	0.0274249471071815	0.959240903845154	No	No	No	No	No	No	No	No	Yes	Yes
ABCB7	0.4510833	0.06721153	0.283097197017912	0.359538185020555	0.179101982422611	0.323381426801375	0.00624030872259272	0.9692720932646	No	No	No	No	No	No	No	No	Yes	NA
ABCB8	-0.5004796	0.003447379	-0.37370775661823	0.0569953269181353	-0.119232011440181	0.298502750111694	0.000460407474055361	0.99589374039552	No	No	No	No	No	No	No	No	Yes	NA
ABCB9	-0.498303465135836	0.504581691381959	-0.78802992259275	0.205835140332217	0.0564333133331036	0.926426077660281	-0.233010121792548	0.539472671241365	No	No	No	No	No	No	No	No	Yes	NA
ABCC1	1.68116470023341	2.9201986951744e-10	1.7258770212606	1.81933069894081e-13	-0.172150976394444	0.0402417296072515	-0.138237415482056	0.0899392594584395	No	No	No	No	No	No	No	No	Yes	Yes
ABCC10	-0.2083535	0.3180222	-0.0647749038647799	0.800817150209809	-0.11139991779367	0.333940508310693	0.019853908722609	0.821961218071398	No	No	No	No	No	No	No	No	Yes	NA
ABCC2	0.597757277570015	0.172696850047531	0.480577595152469	0.273691451151943	-0.123435228851429	0.689573859957734	-0.25583067580099	0.381787378302538	No	No	No	No	No	No	No	No	NA	NA
ABCC3	0.0109853746631372	0.971925052105513	0.198669635934602	0.531330411659947	-0.155181636248446	0.0540425545587994	0.0252949635837691	0.75804471362879	No	No	No	No	No	No	No	No	Yes	NA
ABCC4	-1.23424536325771	0.0385455923800919	-1.80357459208032	0.00176128000181634	0.341045527229171	0.590844979643695	-0.244287908631039	0.427924296402407	No	No	No	No	No	No	No	No	Yes	NA
ABCC5	-2.44500055086378	7.12325366341814e-33	-2.08896508503898	9.61482076745103e-18	-0.165767407062038	0.305646183601	0.178590024185686	0.0306618770050215	No	No	No	No	No	No	No	No	Yes	NA
ABCD1	0.7337695	7.433101e-07	0.905352218439142	1.6697253526146e-05	-0.0313813465908503	0.708400201173919	0.1325937179732	0.12968786650629	No	No	No	Yes	No	No	No	Yes	Yes	Yes
ABCD3	-0.51908265543976	0.0487761950272285	-0.304214259106121	0.319786297149648	-0.101759021208242	0.59370079011167	0.104198212430429	0.436184638868697	No	No	No	No	No	No	No	No	Yes	NA
ABCD4	0.0142152786439906	0.955857496417826	0.232808303536934	0.306388912771534	-0.0610192184227137	0.580626444846803	0.152219785863024	0.0956434565494388	No	No	No	No	No	No	No	No	Yes	Yes
ABCE1	-1.06134134476489	0.000985129592197712	-1.12737272952781	0.000359895886291828	0.0904790448186387	0.642416051199105	0.0147863655613842	0.898736723778186	No	No	No	No	No	No	No	No	Yes	NA
ABCF1	0.850299	1.26503e-08	0.9010403350901	4.73988626237444e-08	-0.0355262346644496	0.6525323214273	0.00966602295361259	0.89359887481836	No	No	No	No	No	No	No	No	Yes	Yes
ABCF2	-0.2767357	0.1724924	-0.484990887477759	0.0138940167075382	0.0718231057402484	0.592486066233488	-0.141658309970877	0.119759886120629	No	No	No	No	No	No	No	No	Yes	NA
ABCF3	-0.0946038027658524	0.662554950901684	-0.0950773475369715	0.6922296241144	0.019361935780335	0.838281273902185	0.0138951829667381	0.856534095457057	No	No	No	No	No	No	No	No	Yes	NA
ABCG1	0.989508059068154	0.0081526608245162	0.752644621909974	0.0119529533479163	-0.3824096221515	0.0584937522097787	-0.634099951464251	0.000538984267175876	No	No	No	No	No	No	No	No	Yes	Yes
ABHD10	-1.2456511491963	4.03002577850309e-05	-1.19160567443251	5.8186422200197e-05	-0.0257165690085489	0.927080562479359	0.0140907671554691	0.927003697943069	No	No	No	No	No	No	No	No	Yes	NA
ABHD11	-0.8721606	0.0003960258	-0.861098130963657	3.92385216020256e-05	-0.0357007102657119	0.840830526816351	-0.0321565756058308	0.766891185182232	No	No	No	No	No	No	No	No	Yes	NA
ABHD12	0.17492980133023	0.470889710892471	0.257468331381517	0.306941349734236	-0.0519463273282557	0.515602277497367	0.024693508041481	0.746630949502115	No	No	No	No	No	No	No	No	Yes	NA
ABHD13	0.66252496517828	0.0143905979324602	0.512708374680944	0.0755229087981876	0.247206893223314	0.134412860060398	0.0910341122921121	0.560430609459203	No	No	No	No	No	No	No	No	Yes	Yes
ABHD14A	-1.86646081259968	7.59850073723492e-06	-1.3966252176836	0.00350256967531147	-0.0592233804340537	0.90858220208038	0.404447471293626	0.0815687670808588	No	No	No	No	No	No	No	No	NA	NA
ABHD14B	-0.77004767021688	0.00124471610422355	-0.940935039090908	2.31451114703976e-05	0.0793187640948931	0.685257824242931	-0.0962280530432861	0.418448887330439	No	No	No	No	No	No	No	No	Yes	NA
ABHD15	-0.568146649700859	0.0373719925003239	-0.68245592569573	0.0107511435470788	0.0615271562162574	0.793025854658119	-0.0589545336321712	0.694720954342064	No	No	No	Yes	No	No	No	Yes	Yes	NA
ABHD16A	-0.7487076	0.1964716	-0.710104835786636	0.212801782516549	-0.0275837180214491	0.960544069150761	0.010622486675307	0.974977136015876	No	No	No	No	No	No	No	No	Yes	Yes
ABHD17A	-0.653685102074913	0.000311882758364668	-0.690708870632748	0.000248896406274972	-0.05253729762346	0.578456006691723	-0.0953589864143795	0.235805183379978	No	No	No	Yes	No	No	No	Yes	Yes	NA
ABHD17B	-0.1280743	0.7564036	-0.132544695627118	0.740750292218248	0.0218582292096345	0.931936093848749	0.00753156232702218	0.969649354779124	No	No	No	No	No	No	No	No	Yes	NA
ABHD17C	2.34372103581731	5.00359917754308e-07	2.41469899996964	1.3593950215255e-10	0.237816283923327	0.262174439324781	0.212070775183767	0.541183763350057	No	No	No	No	No	No	No	No	NA	NA
ABHD18	0.289478178292641	0.35243532712406	0.542283976309159	0.0633181189975301	-0.0579718489907554	0.781999742662149	0.189975378455313	0.31411827416229	No	No	No	No	No	No	No	No	NA	NA
ABHD2	-1.67993860751137	3.39556078081935e-08	-2.16716804468288	8.12609793290678e-15	0.265365297503642	0.0226775027147576	-0.234401738109558	0.0012210573760244	No	No	No	No	No	No	No	No	Yes	Yes
ABHD3	0.452635840697637	0.0493275733812155	0.317951734064281	0.246749790089884	0.14183645678343	0.298482604531039	-0.0028524250810408	0.981483561253643	No	No	No	No	No	No	No	No	Yes	NA
ABHD4	0.122695036375367	0.692980296973206	-0.0454042082473392	0.871107140257333	0.11487835606807	0.445802155131742	-0.0634113830084303	0.563025608772826	No	No	No	No	No	No	No	No	Yes	NA
ABHD5	0.63517075876551	0.0281934854095335	0.396808153698611	0.147407247354724	0.039728773876149	0.838246537430814	-0.212301317670604	0.218428089119992	No	No	No	No	No	No	No	No	Yes	Yes
ABHD6	-0.401330777379288	0.156451563844545	-0.534345715639203	0.0483470973617543	0.11927728524876	0.539015628852506	-0.0281826604936542	0.831129345257169	No	No	No	No	No	No	No	No	Yes	Yes
ABHD8	-0.735025119715791	8.03377018243823e-05	-0.888696784640691	2.73361570830738e-05	0.279885013704993	0.0425864061101961	0.119482187794097	0.219623019245261	No	No	No	No	No	No	No	No	Yes	NA
ABI1	1.05069725272199	2.26923440469299e-10	0.942787398450658	5.31742671492103e-08	0.0554818101456577	0.533375908306632	-0.0586961482913576	0.506878129332719	No	No	No	No	No	No	No	No	Yes	Yes
ABI2	-0.0492875809692266	0.936153646425959	0.264244408844721	0.594059144144957	-0.239788311366732	0.535890496728669	0.0658088275928679	0.831322765685523	No	No	No	No	No	No	No	No	Yes	NA
ABI3	-2.23574836931468	1.41916667187126e-08	-2.03460480959544	4.33112361530532e-12	-0.00582015512831392	0.964603578390055	0.16359317011208	0.0737105155827153	No	No	No	No	No	No	No	No	Yes	Yes
ABITRAM	-0.6195104	0.09981295	-0.957991377944407	0.00330373513921421	0.145013757510502	0.662375591943578	-0.199144936208356	0.32132212827055	No	No	No	No	No	No	No	No	NA	NA
ABL1	-0.2546396	0.2095378	-0.21908341912219	0.359204952900645	0.0255357568225025	0.829447661514447	0.0552429021964299	0.558414277948478	No	No	No	No	No	No	No	No	Yes	NA
ABL2	3.23742325120137	2.22017849880314e-79	3.2035994138878	3.76596422370535e-54	-0.0759337828034807	0.421955961358862	-0.116589457978247	0.241581284243821	No	No	No	No	No	No	No	No	Yes	Yes
ABLIM1	0.390483132642195	0.809081756144072	0.0579813667295199	0.961168528657044	-0.510593633180403	0.588378486460827	-0.886810998422417	0.269042595607069	No	No	No	No	No	No	No	No	NA	NA
ABR	0.268560507687725	0.0941734081462786	0.269881297773738	0.166804445417994	-0.0554789543210503	0.4546574156566	-0.0602820179903793	0.360521361546365	No	No	No	No	No	No	No	No	Yes	Yes
ABRACL	-0.2068511	0.3253355	-0.287457489417471	0.244809529548032	0.216423957966404	0.109630190360898	0.129792624802598	0.205486328688485	No	No	No	No	No	No	No	No	Yes	NA
ABRAXAS1	-0.318209414376414	0.593686144148147	-0.398773385139891	0.407430909249043	0.134856434667109	0.735838379135742	0.0394795575451177	0.888361114933945	No	No	No	No	No	No	No	No	NA	NA
ABRAXAS2	-0.203104508271445	0.448076005558808	-0.276502678478818	0.306024656541878	0.0923136765184906	0.616999383139686	0.012862799778609	0.925663819781125	No	No	No	No	No	No	No	No	NA	NA
ABT1	-0.2978558	0.1392796	-0.447671488621014	0.0427244484411082	0.0574431020953719	0.657412196323062	-0.0964829431832103	0.315842075809755	No	No	Yes	No	No	No	Yes	No	Yes	NA
ABTB1	0.795088803868722	2.28575239232029e-07	0.837315994135971	1.97627000840566e-07	-0.0591488218666815	0.549057338872134	-0.0225260098818944	0.763048679285429	No	No	No	Yes	No	No	No	Yes	Yes	NA
ABTB2	3.71804962346454	2.94827517507933e-62	3.89605602121383	1.28241274804077e-55	-0.14651821825223	0.148571846033854	0.0172646237073119	0.939320214655258	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ACAA1	0.39320353541604	0.0584494909020152	0.472511597318954	0.0165384600516253	-0.024362840416567	0.786958187214964	0.0490942347303266	0.533455504515275	No	No	No	No	No	No	No	No	Yes	Yes
ACAA2	-0.419566249705541	0.0484361736016519	-0.692065566326733	0.00208471713509783	0.212887486874719	0.133837183749495	-0.0666869527966792	0.512038136018164	No	No	No	No	No	No	No	No	Yes	NA
ACACB	-0.536101375745319	0.19400824011255	-0.562028063962071	0.214368115023444	0.134120549860499	0.722200357027366	0.109782482485456	0.654413829692912	No	No	No	No	No	No	No	No	NA	NA
ACAD10	-0.0818744290264276	0.725443854824649	0.0964862722215696	0.700098472358156	-0.211555528854905	0.0851206905802631	-0.0382443738725611	0.702346929581061	No	No	No	No	No	No	No	No	Yes	NA
ACAD11	0.125593463848792	0.888377058371011	0.258883868024694	0.734213886568083	-0.107264676013057	0.854987724637059	0.018261010849737	0.96893931502889	No	No	No	No	No	No	No	No	Yes	NA
ACAD8	-0.56195050166771	0.00611017220964896	-0.501519801887508	0.0317252968595179	-0.0858878304598933	0.532659251206783	-0.0320098144762524	0.753127533422777	No	No	No	No	No	No	No	No	Yes	NA
ACAD9	-0.136942983998373	0.536535703026981	-0.0527831228393369	0.84570539420967	-0.054411083087923	0.658538682267446	0.023630694132248	0.806968320068684	No	No	No	No	No	No	No	No	Yes	NA
ACADM	-0.480707720622626	0.165088391376922	-0.543962400587894	0.0950899320113008	0.00894409034903352	0.975639189522739	-0.0714460461089325	0.709627644236128	No	No	No	No	No	No	No	No	Yes	Yes
ACADS	-0.0548071518368214	0.845084225832178	-0.00602785869733218	0.982485159063687	0.00706323021455007	0.950463942150417	0.0508557158823077	0.566739492065765	No	No	No	No	No	No	No	No	Yes	Yes
ACADSB	-0.0190954921041049	0.967895400660647	0.193250210282979	0.623756703576558	-0.414668996996352	0.127134950668509	-0.199553650662113	0.363014635973729	No	No	No	No	No	No	No	No	Yes	NA
ACADVL	-0.305750668735599	0.0494120876605169	-0.321906792047482	0.0865523359102457	-0.0880131231840482	0.24195095766363	-0.109668727777633	0.089392371957945	No	No	No	No	No	No	No	No	Yes	NA
ACAP1	-0.214650723581557	0.460649932284592	-0.129792026729418	0.663741832297059	0.118171247416238	0.439393058983666	0.200021095708448	0.0727234252666137	No	No	No	No	No	No	No	No	Yes	Yes
ACAP2	0.552406335780063	0.00712854531802371	0.428570317334992	0.0870955056452036	0.0413986349979329	0.726324314071795	-0.0840392923199359	0.435069885301358	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ACAP3	-0.404050610321872	0.0216645973909969	-0.143608737411723	0.550237491712549	-0.158862148169336	0.12247186886293	0.0966625143759204	0.191839028957032	No	No	No	Yes	No	No	No	Yes	Yes	NA
ACAT1	-0.576716083524484	0.0600433901900451	-0.667336524173638	0.020326039886599	0.108741716633521	0.658390114244868	0.0174710344385992	0.91407731207828	No	No	No	No	No	No	No	No	Yes	NA
ACAT2	1.093172	1.539635e-05	1.39097888573698	1.34927023335477e-09	-0.200153230618035	0.211849168924629	0.0951143994142756	0.607697353694766	No	No	No	No	No	No	No	No	Yes	NA
ACBD3	-0.0064584440353629	0.982223411825413	-0.127708559854618	0.637255333541066	0.111298109839895	0.444649952069423	-0.0164520171072555	0.884675745575127	No	No	No	No	No	No	No	No	Yes	Yes
ACBD4	-0.628285754427606	0.0478389419969752	-0.440172757964364	0.19863325438437	0.0157049454256945	0.956396444267172	0.194493458637216	0.311391717684195	No	Yes	No	No	No	Yes	No	No	Yes	Yes
ACBD5	0.346842633909173	0.124224438235944	0.0567041564407654	0.873231875668291	0.23792296886988	0.133682691220786	-0.0572240578139056	0.673142600809519	No	No	No	No	No	No	No	No	Yes	Yes
ACBD6	-1.11365556256845	0.000487476383814455	-0.718001921792236	0.0605207501056366	-0.191081993295472	0.546281280980713	0.200417804250815	0.295923541454778	No	No	No	No	No	No	No	No	Yes	NA
ACCS	-0.568526441497423	0.0311270498874696	-0.147254817695309	0.629397487597974	-0.181668475728109	0.278423235404926	0.234036300569018	0.0548748705618672	No	No	No	No	No	No	No	No	Yes	NA
ACD	0.110501117109881	0.684117117265216	0.203261392595393	0.49470440943374	-0.00771769326200061	0.95519607376466	0.0843554447763806	0.449520327976857	No	No	No	No	No	No	No	No	Yes	Yes
ACE	-1.73087908911218	4.13130857226472e-05	-1.40658481515652	0.0157857610152479	0.0289123605383047	0.951807270154304	0.228160792343666	0.296662044630023	No	No	No	No	No	No	No	Yes	NA	NA
ACER3	-0.629449985499625	0.00107498304392123	-0.505728897398848	0.0363523913263472	-0.0876869558219539	0.561975555915584	0.026595983291866	0.797351243035614	No	No	No	No	No	No	No	No	Yes	Yes
ACHE	4.351095	8.851374e-51	4.54087939555802	1.03923566609363e-51	-0.17401051554711	0.256907144165881	0.0166144364780023	0.971319338086802	No	No	No	No	No	No	No	No	Yes	NA
ACIN1	0.0933129975424255	0.657746520782791	0.214011587930609	0.333027990578168	-0.0466254503421195	0.566546106931787	0.0681939460604206	0.353635266493511	No	No	No	No	No	No	No	No	Yes	Yes
ACKR3	1.37181377324787	0.314152545511534	1.45925668444075	0.00820323249434482	0.0386025659958667	0.87919584929476	-0.00365043151224355	0.990479239321153	No	No	No	No	No	No	No	No	Yes	NA
ACLY	0.385227025372361	0.0420991325395624	0.297084818584584	0.117739370616761	0.0580885761260445	0.545448061904363	-0.0366320230699598	0.648153888876307	No	No	No	No	No	No	No	No	Yes	NA
ACO1	1.670123	1.498412e-10	1.32486765704103	4.9363853131535e-07	0.119277779857087	0.319404548767956	-0.240179309084025	0.0582653118608883	No	No	No	No	No	No	No	No	Yes	NA
ACO2	0.0456326371021045	0.84441877439258	0.113416447304925	0.630971618585597	-0.0653557825606785	0.472051351156013	-0.00191444135007464	0.979661351770609	No	No	No	No	No	No	No	No	Yes	Yes
ACOD1	9.31821355783768	5.6189903010942e-156	9.42702135027574	9.49415510828853e-38	-0.247364295799922	0.00175488145515299	-0.290217533548561	0.319883537473229	No	No	No	No	No	No	No	No	NA	NA
ACOT1	-0.241726407608912	0.755891041423281	-0.102096973129648	0.904118134469427	-0.0112262665918867	0.984743484643034	0.130622792090588	0.766063020068467	No	No	No	No	No	No	No	No	NA	NA
ACOT11	-2.15287012081671	2.74527515956737e-07	-2.39213048204966	3.15718734637648e-12	0.057762498125373	0.872957308288804	-0.170172232939671	0.299864475705522	No	No	No	No	No	No	No	No	Yes	NA
ACOT13	-0.2299031	0.441363	-0.457195535271575	0.0553730541533964	0.209526416669481	0.171720378384636	-0.0319902807829788	0.762033802936267	No	No	No	No	No	No	No	No	Yes	NA
ACOT2	-0.119900672268273	0.750669088258129	-0.336292616414774	0.290742437780403	0.0933599222053634	0.655761275553155	-0.141306954306205	0.370638533779586	No	No	No	No	No	No	No	No	NA	NA
ACOT4	0.137004729055132	0.898868922390332	-0.0632695588715287	0.946985698048917	0.0283914972805075	0.966910132913486	-0.184822883168236	0.734886202413695	No	No	No	No	No	No	No	No	NA	NA
ACOT7	0.0472995392889107	0.91202499354752	-0.300386513960253	0.38866185279137	0.0738672366461665	0.789117752641273	-0.279897261754519	0.182087062105018	No	No	No	No	No	No	No	No	Yes	NA
ACOT8	-0.29928669833898	0.192109509732919	-0.365946276201555	0.193536844436563	0.0528655511637421	0.742156071054311	-0.0164385596679814	0.89010111032244	No	No	No	No	No	No	No	No	Yes	NA
ACOT9	1.57434	1.353439e-16	1.70194198768461	2.36393807808773e-19	-0.0538259519047942	0.530945725448067	0.0682532745198926	0.42681022536101	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes
ACOX1	0.0942006453133502	0.732017270692312	0.0170727180065796	0.951906327247576	-0.110677954263323	0.397326720160278	-0.19723963099201	0.0667430331435	No	No	No	No	No	No	No	No	Yes	Yes
ACOX3	0.581004999668108	0.00657548913759802	0.390750964236368	0.0672858924220499	0.00339717765525844	0.980243200547646	-0.19482285257577	0.0937490778742825	No	No	No	No	No	No	No	No	Yes	Yes
ACP1	-0.327932631166097	0.173113839646568	-0.614202658096611	0.0114775299595868	0.214886204594552	0.202670767139941	-0.0768013170099837	0.515855100216876	No	No	No	No	No	No	No	No	Yes	NA
ACP2	1.86712687165051	2.9238776183296e-26	1.82249985135039	1.97093452739206e-22	0.00522702835222024	0.943221231662639	-0.0453820721684427	0.521109567333947	No	No	No	No	No	No	No	No	Yes	NA
ACP5	-1.41624159482547	2.50757390766949e-05	-1.30283541322386	8.65001935964099e-08	-0.152730927528607	0.49294300213879	-0.0476889764324393	0.423630014318596	No	No	No	No	No	No	No	No	Yes	Yes
ACP6	-0.606031472666344	0.320150360641644	-0.602371775730686	0.38810422136861	0.236051502357665	0.685934785826603	0.227627707044984	0.54697996160602	No	No	No	No	No	No	No	No	Yes	NA
ACPP	-2.04841926180617	9.76492318637682e-10	-2.70897225263987	8.99287209947837e-17	0.506229010064816	0.249456774648037	-0.166718350757146	0.299685509330832	No	No	No	No	No	No	No	No	Yes	NA
ACRBP	-0.148133347342398	0.780015335394624	-0.306137842739133	0.529578468364602	0.192194245951956	0.618793837399025	0.0312267396866999	0.911572600698347	No	No	No	No	No	No	No	No	Yes	Yes
ACSF2	0.109165220240818	0.727432782711566	0.301507144070049	0.238887713210807	-0.0654243653211292	0.708688078249474	0.12324848202433	0.421223612736349	No	No	No	No	No	No	No	No	Yes	NA
ACSF3	0.0140618513589935	0.955849315635212	0.211081399236256	0.319786297149648	-0.134110604919567	0.238885599874152	0.0573666828616937	0.541412642586902	No	No	No	No	No	No	No	No	NA	Yes
ACSL1	3.93589065184771	3.18957374015802e-73	3.90682843888255	6.97622723515578e-57	-0.119729860473668	0.085558679606211	-0.156338852214362	0.0763585580060438	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ACSL3	0.216937980084769	0.383031729531659	-0.00424959009868006	0.988589634489776	0.198244794139828	0.131974823196691	-0.0316388974542395	0.774977091183194	No	No	No	No	No	No	No	No	Yes	NA
ACSL4	0.4520338	0.01573841	0.24634066170843	0.305015016376153	0.107840168503478	0.278366628808836	-0.106465301689783	0.255930213855345	No	No	No	No	No	No	No	No	Yes	Yes
ACSL5	2.09291241861808	1.15807648069242e-19	1.90273836995802	2.97433529176924e-18	-0.0635629048612234	0.497100565106918	-0.270283784736865	0.0125173061723759	No	No	No	No	No	No	No	No	NA	Yes
ACSS1	-0.969697132270415	5.34808808845403e-05	-0.794951699148698	0.00305679825605514	0.0335940391223871	0.888761555272516	0.202577489197536	0.162326766828504	No	No	No	No	No	No	No	No	Yes	NA
ACSS2	-0.019137508199779	0.947066504410379	-0.0417699867121266	0.885192036267536	0.0836898975668225	0.501566642954758	0.0524572884399699	0.595787993183657	No	No	No	No	No	No	No	No	Yes	Yes
ACTA1	-0.293275239404441	0.831400496405959	0.18527217774041	0.897900397288261	0.0658315196303133	0.949647237212205	0.525398147985183	0.502290178583519	No	No	No	No	No	No	No	No	NA	NA
ACTA2	0.170307994282846	0.747897932204928	-0.0724575190907312	0.898819049862414	0.177718622313665	0.621974618121618	-0.062579838004058	0.818825673952257	No	No	No	No	No	No	No	No	Yes	NA
ACTB	-0.06692735	0.8104093	-0.130559260365557	0.646537241258081	0.120027942404665	0.0889161826527306	0.050893737661181	0.481132152855298	No	Yes	No	No	No	Yes	No	No	Yes	Yes
ACTG1	-0.503418524813662	0.0308876429411818	-0.685356646429195	0.00468769160915264	0.169984329148509	0.0235506655355545	-0.0173184664688452	0.81733221469644	No	Yes	No	No	No	Yes	No	No	NA	Yes
ACTL10	-2.60279350969393	6.69264072319756e-06	-1.78717128366097	0.00165895622721628	-0.63143377936156	0.417163695116751	0.157561911951142	0.581518834710052	No	No	No	No	No	No	No	No	Yes	NA
ACTL6A	-0.235056416938134	0.386450445096058	-0.625451760175629	0.0080325899759359	0.284437932950752	0.135926267059315	-0.113049434386781	0.411833106515674	No	No	No	No	No	No	No	No	Yes	NA
ACTN1	-1.12564757276673	1.62823107834534e-12	-1.35734921331967	7.56920899208897e-15	0.137148190030559	0.14603980902191	-0.0975326100706671	0.145960026225481	No	No	No	No	No	No	No	No	Yes	Yes
ACTN2	1.13362490097962	0.297066743973131	0.987737337222877	0.314386950676474	0.106951652803002	0.886009249341674	-0.0452782514808279	0.955766510973499	No	No	No	No	No	No	No	No	NA	NA
ACTN4	0.253933693096837	0.155682076464168	0.367830181876109	0.0705407342304711	-0.0244293714433567	0.746248468448625	0.083668814285044	0.217835886011294	No	No	No	No	No	No	No	No	Yes	Yes
ACTR10	0.49390148864871	0.0675064705866422	0.379031262663529	0.119614722466074	0.0988510613949871	0.515505112938772	-0.0206898425189382	0.862319546089472	No	No	No	No	No	No	No	No	Yes	NA
ACTR1A	0.336432982091237	0.0487384174952262	0.231812237711096	0.254839348230709	0.0545968083828588	0.499424859963184	-0.0555384844204111	0.422921115703233	No	No	No	No	No	No	No	No	Yes	Yes
